Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,_query_make,_query_model,_query_year,report_date_iso
"Kia America, Inc.",22V651000,False,False,False,,29/08/2022,ELECTRICAL SYSTEM:ALTERNATOR/GENERATOR/REGULATOR,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage vehicles.  The alternator battery positive terminal nut may loosen, which can result in an engine stall or an electrical surge.","An engine stall increases the risk of a crash, and an electrical surge increases the risk of a fire.","Dealers will inspect and tighten the alternator battery positive terminal nut, as necessary, free of charge.  Owner notification letters were mailed September 23, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC248.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SPORTAGE,KIA,SPORTAGE,2023,2022-08-29
"Kia America, Inc.",22V878000,False,False,False,,28/11/2022,AIR BAGS:SIDE/WINDOW:CURTAIN,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage vehicles.  The side curtain air bags may have been twisted during installation.","A twisted air bag can deploy improperly, increasing the risk of injury.","Dealers will inspect and reinstall the side curtain air bags as necessary, free of charge.  Owner notification letters were mailed December 28, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC257.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SPORTAGE,KIA,SPORTAGE,2023,2022-11-28
"Kia America, Inc.",23V298000,False,False,False,,26/04/2023,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.  The instrument cluster may fail to display any information when the vehicle is started.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SPORTAGE,KIA,SPORTAGE,2023,2023-04-26
"Kia America, Inc.",23V410000,False,False,False,,07/06/2023,"SERVICE BRAKES, HYDRAULIC:POWER ASSIST","Kia America, Inc. (Kia) is recalling certain 2023 Sportage vehicles.  The brake booster diaphragm may become misaligned and cause an internal vacuum leak, which can result in a loss of power brake assist.","A loss of power brake assist can extend the distance required to stop, increasing the risk of a crash.","Dealers will inspect and replace the brake booster as necessary, free of charge.  Owner notification letters were mailed July 21, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC272.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SPORTAGE,KIA,SPORTAGE,2023,2023-06-07
"Kia America, Inc.",23V531000,False,True,False,,31/07/2023,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,"Kia America, Inc. (Kia) is recalling certain 2023 Soul, Sportage, and 2023-2024 Seltos vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters are expected to be mailed September 28, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC275.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SPORTAGE,KIA,SPORTAGE,2023,2023-07-31
"Kia America, Inc.",24V025000,False,False,False,,18/01/2024,STRUCTURE:BODY:ROOF AND PILLARS,"Kia America, Inc. (Kia) is recalling certain 2023-2024 Sportage and 2022-2024 Carnival vehicles.  The roof molding may loosen and detach.","A detached roof molding can create a road hazard for other vehicles, increasing the risk of a crash.","Dealers will inspect the roof molding and replace or secure it as necessary, free of charge.  Owner notification letters were mailed March 15, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC292.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SPORTAGE,KIA,SPORTAGE,2023,2024-01-18
"Kia America, Inc.",24V025000,False,False,False,,18/01/2024,STRUCTURE:BODY:ROOF AND PILLARS,"Kia America, Inc. (Kia) is recalling certain 2023-2024 Sportage and 2022-2024 Carnival vehicles.  The roof molding may loosen and detach.","A detached roof molding can create a road hazard for other vehicles, increasing the risk of a crash.","Dealers will inspect the roof molding and replace or secure it as necessary, free of charge.  Owner notification letters were mailed March 15, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC292.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,SPORTAGE,KIA,SPORTAGE,2024,2024-01-18
"Kia America, Inc.",24V422000,False,False,False,,07/06/2024,STEERING:ELECTRIC POWER ASSIST SYSTEM,"Kia America, Inc. (Kia) is recalling certain 2024 Kia Sportage vehicles.  The circuit board in the motor-driven power steering assembly may short circuit, resulting in a loss of power steering assist.",A loss of power steering assist can increase the risk of a crash.,"Dealers will replace the motor-driven power steering electric power pack, free of charge.  Owner notification letters were mailed July 19, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC319.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,SPORTAGE,KIA,SPORTAGE,2024,2024-06-07
"Kia America, Inc.",25V874000,False,False,False,,17/12/2025,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2023-2025 Sportage Plug-In Hybrid Electric (PHEV) and 2024-2025 Sportage vehicles equipped with a 4.2"" screen and a Genuine Kia tow hitch harness accessory. Due to a software error, the instrument panel screen may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Controls and Displays.""","An instrument panel screen that fails to display critical safety information, such as the speedometer or warning lights, can increase the risk of a crash.","Dealers will replace the tow hitch harness control module, free of charge. Owner notification letters were mailed February 13, 2026. Owners may contact Kia Customer Service at 1-800-333-4542.  Kia's number for this recall is SC359. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning December 31, 2025.",,2024,KIA,SPORTAGE,KIA,SPORTAGE,2024,2025-12-17
"Kia America, Inc.",25V874000,False,False,False,,17/12/2025,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2023-2025 Sportage Plug-In Hybrid Electric (PHEV) and 2024-2025 Sportage vehicles equipped with a 4.2"" screen and a Genuine Kia tow hitch harness accessory. Due to a software error, the instrument panel screen may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Controls and Displays.""","An instrument panel screen that fails to display critical safety information, such as the speedometer or warning lights, can increase the risk of a crash.","Dealers will replace the tow hitch harness control module, free of charge. Owner notification letters were mailed February 13, 2026. Owners may contact Kia Customer Service at 1-800-333-4542.  Kia's number for this recall is SC359. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning December 31, 2025.",,2025,KIA,SPORTAGE,KIA,SPORTAGE,2025,2025-12-17
"Kia America, Inc.",26V046000,False,False,False,,27/01/2026,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System.""","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,2026,KIA,SPORTAGE,KIA,SPORTAGE,2026,2026-01-27
"Kia America, Inc.",22V703000,False,True,False,,19/09/2022,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2020,KIA,SORENTO,KIA,SORENTO,2020,2022-09-19
Kia Motors America,21V519000,False,False,False,,08/07/2021,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS",Kia Motor America (Kia) is recalling certain 2021 Sorento and 2021-2022 K5 vehicles equipped with 2.5L turbocharged engines.  Fuel may leak at the pipe connection between the high-pressure fuel pump and fuel rail.,A fuel leak increases the risk of a fire.,"Dealers will inspect and tighten, or replace the fuel pipe as necessary, free of charge.  Owner notification letters were mailed July 21, 2021.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC214.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,KIA,SORENTO,KIA,SORENTO,2021,2021-07-08
"Kia America, Inc.",22V703000,False,True,False,,19/09/2022,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,KIA,SORENTO,KIA,SORENTO,2021,2022-09-19
